date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2026-06-11,1,900948,MZ01,2588.0,0.248068,2.1803324,4.7445903,9.332986,255.05176,191.68883,73.089485,67.98717,132.21481,forecast
2022-01-01,1,900949,MZ02,2653.0,19.309084,36.296192,116.327545,113.83311,197.1941,232.81975,58.865196,102.099106,85.0199,final
2022-01-11,1,900949,MZ02,2653.0,29.788918,46.99707,94.836784,127.08393,218.77194,270.19418,66.90553,75.58587,81.3142,final
2022-01-21,1,900949,MZ02,2653.0,57.63362,44.312214,106.73162,127.60548,271.0445,302.93546,127.01442,84.25868,89.64362,final
2022-02-01,1,900949,MZ02,2653.0,9.214097,33.338234,96.636635,124.64752,267.438,317.32855,37.075512,78.394585,84.52183,final
2022-02-11,1,900949,MZ02,2653.0,7.9204674,34.4662,74.76819,112.116646,264.35394,328.16672,32.738056,68.11004,80.846596,final
2022-02-21,1,900949,MZ02,2653.0,4.3448925,28.413294,21.479456,96.21773,238.84471,330.69235,27.96759,26.160887,72.63934,final
2022-03-01,1,900949,MZ02,2653.0,9.697324,31.25938,21.962685,94.13887,234.92686,332.6195,40.53385,27.196884,71.06428,final
2022-03-11,1,900949,MZ02,2653.0,18.485865,21.337831,32.52808,81.010506,202.13306,320.2111,89.17159,43.63197,63.69188,final
2022-03-21,1,900949,MZ02,2653.0,33.676594,24.224274,61.859783,76.82149,190.07086,300.64468,132.34407,81.71422,63.822758,final
2022-04-01,1,900949,MZ02,2653.0,26.149265,12.233334,78.31172,57.79544,196.91104,276.58182,180.75009,132.6716,71.70599,final
2022-04-11,1,900949,MZ02,2653.0,51.87109,10.07893,111.696945,46.536537,218.99323,239.66368,377.156,226.43538,91.55148,final
2022-04-21,1,900949,MZ02,2653.0,22.332455,10.659769,100.35281,32.97203,183.69205,206.01125,174.53932,277.44846,89.422745,final
2022-05-01,1,900949,MZ02,2653.0,18.338861,5.9964566,92.542404,26.735155,192.81682,178.66946,212.23984,307.3639,107.702614,final
2022-05-11,1,900949,MZ02,2653.0,20.981907,5.7553463,61.653225,22.411572,205.87827,149.95862,241.57202,243.15727,136.08682,final
2022-05-21,1,900949,MZ02,2653.0,22.319262,5.123621,61.64003,16.875423,223.85263,126.66894,269.85663,304.63425,173.80911,final
2022-06-01,1,900949,MZ02,2653.0,7.9984922,5.2206435,51.299664,16.099611,222.1538,100.6302,127.1788,266.82797,215.04626,final
2022-06-11,1,900949,MZ02,2653.0,6.2348285,4.434175,36.55258,14.7784395,209.90276,83.72655,119.086494,210.0903,242.20796,final
2022-06-21,1,900949,MZ02,2653.0,12.370524,4.7251663,26.603844,14.379985,188.5967,64.22744,178.61418,163.07465,279.6531,final
2022-07-01,1,900949,MZ02,2653.0,2.9811535,4.7043977,21.586506,13.863739,165.42857,56.698505,82.24265,140.93974,276.22806,final
2022-07-11,1,900949,MZ02,2653.0,4.278176,4.673715,19.629854,14.103279,117.835655,51.29329,95.91119,128.92998,218.20657,final
2022-07-21,1,900949,MZ02,2653.0,5.248021,5.6555595,12.507351,15.033672,100.75122,46.28908,96.17535,87.389626,206.1866,final
2022-08-01,1,900949,MZ02,2653.0,1.6008292,3.2887926,11.127027,13.618068,84.0132,43.581417,79.63559,86.62029,183.2248,final
2022-08-11,1,900949,MZ02,2653.0,1.9001131,3.7079155,8.748963,12.652267,64.9314,41.53399,79.239555,77.8878,150.28024,final
2022-08-21,1,900949,MZ02,2653.0,2.0075386,3.7933786,5.508481,10.790087,44.619675,40.203743,79.691086,66.55113,109.76895,final
2022-09-01,1,900949,MZ02,2653.0,2.4628723,4.8442893,6.370524,12.345584,39.084053,39.82739,75.80915,65.55284,98.34178,final
2022-09-11,1,900949,MZ02,2653.0,5.4214096,3.814537,9.891821,12.452205,38.270638,39.207752,118.229805,85.32916,97.8802,final
2022-09-21,1,900949,MZ02,2653.0,2.917075,5.7795076,10.801357,14.4383335,28.817186,40.262093,73.44561,81.28967,74.71414,final
2022-10-01,1,900949,MZ02,2653.0,2.6272144,6.239766,10.965699,15.833811,28.46325,41.797462,67.85919,76.633606,71.506546,final
2022-10-11,1,900949,MZ02,2653.0,3.585375,8.966955,9.129664,20.986229,27.770449,46.090702,61.469196,54.373665,64.1417,final
2022-10-21,1,900949,MZ02,2653.0,20.516397,11.21519,26.728987,26.421911,43.038826,51.650333,157.36107,100.977264,84.79884,final
2022-11-01,1,900949,MZ02,2653.0,24.921974,19.078213,49.023746,39.26036,66.35997,67.43975,124.26991,122.05899,98.50941,final
2022-11-11,1,900949,MZ02,2653.0,11.491519,23.63596,56.92989,53.929363,75.95137,87.3678,57.59025,105.091736,87.64025,final
2022-11-21,1,900949,MZ02,2653.0,42.407463,26.240055,78.82095,68.95423,116.351295,109.814476,151.75217,113.34167,105.693375,final
