ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
MOZ,Tete,5733532,Women for whom no card with required language was available,0,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431005,1431005,Region,Tete,0,,0,1,EDLITRWNCD,MZDHS2003431005,2003,DHS,1025,1115,,,1
MOZ,Manica,3906052,Women for whom no card with required language was available,2.3,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431006,1431006,Region,Manica,0,,0,1,EDLITRWNCD,MZDHS2003431006,2003,DHS,809,1094,,,1
MOZ,Sofala,3188600,Women for whom no card with required language was available,0.2,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431007,1431007,Region,Sofala,0,,0,1,EDLITRWNCD,MZDHS2003431007,2003,DHS,865,1220,,,1
MOZ,Inhambane,3512224,Women for whom no card with required language was available,0,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431008,1431008,Region,Inhambane,0,,0,1,EDLITRWNCD,MZDHS2003431008,2003,DHS,1088,1125,,,1
MOZ,Gaza,4177109,Women for whom no card with required language was available,0,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431009,1431009,Region,Gaza,0,,0,1,EDLITRWNCD,MZDHS2003431009,2003,DHS,666,1273,,,1
MOZ,Maputo Provincia,6920307,Women for whom no card with required language was available,0.3,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431010,1431010,Region,Maputo Provincia,0,,0,1,EDLITRWNCD,MZDHS2003431010,2003,DHS,1050,1125,,,1
MOZ,Maputo Cidade,3871715,Women for whom no card with required language was available,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NCD,231233050,I,431011,1431011,Region,Maputo Cidade,0,,0,1,EDLITRWNCD,MZDHS2003431011,2003,DHS,1059,1396,,,1
MOZ,Niassa,6417694,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431001,1431001,Region,Niassa,0,,0,1,EDLITRWMIS,MZDHS2003431001,2003,DHS,476,819,,,1
MOZ,Cabo Delgado,2993698,Women with missing information on literacy,0,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431002,1431002,Region,Cabo Delgado,0,,0,1,EDLITRWMIS,MZDHS2003431002,2003,DHS,1071,899,,,1
MOZ,Nampula,5994697,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431003,1431003,Region,Nampula,0,,0,1,EDLITRWMIS,MZDHS2003431003,2003,DHS,2403,1217,,,1
MOZ,Zambézia,1408950,Women with missing information on literacy,0.4,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431004,1431004,Region,Zambézia,0,,0,1,EDLITRWMIS,MZDHS2003431004,2003,DHS,1906,1135,,,1
MOZ,Tete,5733533,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431005,1431005,Region,Tete,0,,0,1,EDLITRWMIS,MZDHS2003431005,2003,DHS,1025,1115,,,1
MOZ,Manica,3906061,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431006,1431006,Region,Manica,0,,0,1,EDLITRWMIS,MZDHS2003431006,2003,DHS,809,1094,,,1
MOZ,Sofala,3188601,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431007,1431007,Region,Sofala,0,,0,1,EDLITRWMIS,MZDHS2003431007,2003,DHS,865,1220,,,1
MOZ,Inhambane,3512225,Women with missing information on literacy,0.7,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431008,1431008,Region,Inhambane,0,,0,1,EDLITRWMIS,MZDHS2003431008,2003,DHS,1088,1125,,,1
MOZ,Gaza,4177110,Women with missing information on literacy,0,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431009,1431009,Region,Gaza,0,,0,1,EDLITRWMIS,MZDHS2003431009,2003,DHS,666,1273,,,1
MOZ,Maputo Provincia,6920308,Women with missing information on literacy,0.3,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431010,1431010,Region,Maputo Provincia,0,,0,1,EDLITRWMIS,MZDHS2003431010,2003,DHS,1050,1125,,,1
MOZ,Maputo Cidade,3871716,Women with missing information on literacy,0.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_MIS,231233070,S,431011,1431011,Region,Maputo Cidade,0,,0,1,EDLITRWMIS,MZDHS2003431011,2003,DHS,1059,1396,,,1
MOZ,Niassa,6417692,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431001,1431001,Region,Niassa,0,,0,1,EDLITRWTOT,MZDHS2003431001,2003,DHS,476,819,,,1
MOZ,Cabo Delgado,2993700,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431002,1431002,Region,Cabo Delgado,0,,0,1,EDLITRWTOT,MZDHS2003431002,2003,DHS,1071,899,,,1
MOZ,Nampula,5994699,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431003,1431003,Region,Nampula,0,,0,1,EDLITRWTOT,MZDHS2003431003,2003,DHS,2403,1217,,,1
MOZ,Zambézia,1408969,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431004,1431004,Region,Zambézia,0,,0,1,EDLITRWTOT,MZDHS2003431004,2003,DHS,1906,1135,,,1
MOZ,Tete,5733513,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431005,1431005,Region,Tete,0,,0,1,EDLITRWTOT,MZDHS2003431005,2003,DHS,1025,1115,,,1
MOZ,Manica,3906058,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431006,1431006,Region,Manica,0,,0,1,EDLITRWTOT,MZDHS2003431006,2003,DHS,809,1094,,,1
MOZ,Sofala,3188636,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431007,1431007,Region,Sofala,0,,0,1,EDLITRWTOT,MZDHS2003431007,2003,DHS,865,1220,,,1
MOZ,Inhambane,3512227,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431008,1431008,Region,Inhambane,0,,0,1,EDLITRWTOT,MZDHS2003431008,2003,DHS,1088,1125,,,1
MOZ,Gaza,4177114,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431009,1431009,Region,Gaza,0,,0,1,EDLITRWTOT,MZDHS2003431009,2003,DHS,666,1273,,,1
MOZ,Maputo Provincia,6920310,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431010,1431010,Region,Maputo Provincia,0,,0,1,EDLITRWTOT,MZDHS2003431010,2003,DHS,1050,1125,,,1
MOZ,Maputo Cidade,3871720,Women's literacy: Total,100,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_TOT,231233080,T,431011,1431011,Region,Maputo Cidade,0,,0,1,EDLITRWTOT,MZDHS2003431011,2003,DHS,1059,1396,,,1
MOZ,Niassa,6417693,Women who are literate,16.6,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431001,1431001,Region,Niassa,0,,0,1,EDLITRWLIT,MZDHS2003431001,2003,DHS,476,819,,,1
MOZ,Cabo Delgado,2993719,Women who are literate,15.5,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431002,1431002,Region,Cabo Delgado,0,,0,1,EDLITRWLIT,MZDHS2003431002,2003,DHS,1071,899,,,1
MOZ,Nampula,5994700,Women who are literate,24.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431003,1431003,Region,Nampula,0,,0,1,EDLITRWLIT,MZDHS2003431003,2003,DHS,2403,1217,,,1
MOZ,Zambézia,1408974,Women who are literate,19.9,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431004,1431004,Region,Zambézia,0,,0,1,EDLITRWLIT,MZDHS2003431004,2003,DHS,1906,1135,,,1
MOZ,Tete,5733514,Women who are literate,27.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431005,1431005,Region,Tete,0,,0,1,EDLITRWLIT,MZDHS2003431005,2003,DHS,1025,1115,,,1
MOZ,Manica,3906059,Women who are literate,39.9,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431006,1431006,Region,Manica,0,,0,1,EDLITRWLIT,MZDHS2003431006,2003,DHS,809,1094,,,1
MOZ,Sofala,3188637,Women who are literate,33.7,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431007,1431007,Region,Sofala,0,,0,1,EDLITRWLIT,MZDHS2003431007,2003,DHS,865,1220,,,1
MOZ,Inhambane,3512228,Women who are literate,54.1,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431008,1431008,Region,Inhambane,0,,0,1,EDLITRWLIT,MZDHS2003431008,2003,DHS,1088,1125,,,1
MOZ,Gaza,4177115,Women who are literate,55.3,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431009,1431009,Region,Gaza,0,,0,1,EDLITRWLIT,MZDHS2003431009,2003,DHS,666,1273,,,1
MOZ,Maputo Provincia,6920348,Women who are literate,70.3,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431010,1431010,Region,Maputo Provincia,0,,0,1,EDLITRWLIT,MZDHS2003431010,2003,DHS,1050,1125,,,1
MOZ,Maputo Cidade,3871721,Women who are literate,82,1,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_LIT,231233090,I,431011,1431011,Region,Maputo Cidade,0,,0,1,EDLITRWLIT,MZDHS2003431011,2003,DHS,1059,1396,,,1
MOZ,Niassa,6471368,Number of women,476,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431001,1431001,Region,Niassa,0,,0,1,EDLITRWNUM,MZDHS2003431001,2003,DHS,,819,,,1
MOZ,Cabo Delgado,1408944,Number of women,1071,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431002,1431002,Region,Cabo Delgado,0,,0,1,EDLITRWNUM,MZDHS2003431002,2003,DHS,,899,,,1
MOZ,Nampula,6077308,Number of women,2403,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431003,1431003,Region,Nampula,0,,0,1,EDLITRWNUM,MZDHS2003431003,2003,DHS,,1217,,,1
MOZ,Zambézia,146511,Number of women,1906,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431004,1431004,Region,Zambézia,0,,0,1,EDLITRWNUM,MZDHS2003431004,2003,DHS,,1135,,,1
MOZ,Tete,5823910,Number of women,1025,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431005,1431005,Region,Tete,0,,0,1,EDLITRWNUM,MZDHS2003431005,2003,DHS,,1115,,,1
MOZ,Manica,3879492,Number of women,809,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431006,1431006,Region,Manica,0,,0,1,EDLITRWNUM,MZDHS2003431006,2003,DHS,,1094,,,1
MOZ,Sofala,1401390,Number of women,865,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431007,1431007,Region,Sofala,0,,0,1,EDLITRWNUM,MZDHS2003431007,2003,DHS,,1220,,,1
MOZ,Inhambane,3549666,Number of women,1088,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431008,1431008,Region,Inhambane,0,,0,1,EDLITRWNUM,MZDHS2003431008,2003,DHS,,1125,,,1
MOZ,Gaza,4232593,Number of women,666,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431009,1431009,Region,Gaza,0,,0,1,EDLITRWNUM,MZDHS2003431009,2003,DHS,,1273,,,1
MOZ,Maputo Provincia,6950732,Number of women,1050,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431010,1431010,Region,Maputo Provincia,0,,0,1,EDLITRWNUM,MZDHS2003431010,2003,DHS,,1125,,,1
MOZ,Maputo Cidade,3871722,Number of women,1059,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_NUM,231233100,D,431011,1431011,Region,Maputo Cidade,0,,0,1,EDLITRWNUM,MZDHS2003431011,2003,DHS,,1396,,,1
MOZ,Niassa,2593330,Number of women (unweighted),819,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_UNW,231233110,U,431001,1431001,Region,Niassa,0,,0,1,EDLITRWUNW,MZDHS2003431001,2003,DHS,476,,,,1
MOZ,Cabo Delgado,2993697,Number of women (unweighted),899,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_UNW,231233110,U,431002,1431002,Region,Cabo Delgado,0,,0,1,EDLITRWUNW,MZDHS2003431002,2003,DHS,1071,,,,1
MOZ,Nampula,720812,Number of women (unweighted),1217,0,MZ,Mozambique,2003,MZ2003DHS,ED_LITR_W_UNW,231233110,U,431003,1431003,Region,Nampula,0,,0,1,EDLITRWUNW,MZDHS2003431003,2003,DHS,2403,,,,1
