name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,3600,women_childbearing,46030,50.56,11127,12.22
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,adults,198374,54.47,14252,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,elderly,10093,54.48,725,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,school_age,117182,54.47,8419,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,total,210086,54.47,15093,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,under_5,34233,54.47,2460,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4200,women_childbearing,49593,54.48,3563,3.91
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,adults,212399,58.33,14025,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,elderly,10806,58.33,713,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,school_age,125467,58.33,8285,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,total,224939,58.33,14853,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,under_5,36653,58.32,2420,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,4800,women_childbearing,53098,58.33,3505,3.85
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,adults,232498,63.84,20099,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,elderly,11829,63.85,1023,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,school_age,137340,63.84,11873,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,total,246225,63.84,21286,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,under_5,40122,63.84,3469,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,5400,women_childbearing,58123,63.85,5025,5.52
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,adults,253425,69.59,20927,5.75
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,elderly,12894,69.6,1065,5.75
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,school_age,149701,69.59,12361,5.75
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,total,268388,69.59,22163,5.75
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,under_5,43733,69.59,3611,5.75
Angonia,,85939544B12573256040215,MOZ,ADM2,hospitals,TIME,6000,women_childbearing,63355,69.59,5232,5.75
Balama,,85939544B22682737370097,MOZ,ADM2,hospitals,TIME,1800,adults,189,0.12,189,0.12
