name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,4800,school_age,126098,47.7,19934,7.54
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,4800,total,217234,47.7,34340,7.54
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,4800,under_5,41209,47.7,6514,7.54
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,4800,women_childbearing,50531,47.7,7988,7.54
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,adults,223510,51.24,15403,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,elderly,8005,51.23,552,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,school_age,135431,51.24,9333,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,total,233313,51.24,16079,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,under_5,44259,51.23,3050,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,5400,women_childbearing,54271,51.23,3740,3.53
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,adults,248863,57.05,25353,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,elderly,8913,57.04,908,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,school_age,150793,57.05,15362,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,total,259779,57.05,26466,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,under_5,49280,57.05,5021,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6000,women_childbearing,60428,57.05,6157,5.81
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,adults,251079,57.55,2216,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,elderly,8992,57.55,79,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,school_age,152136,57.56,1343,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,total,262091,57.55,2312,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,under_5,49718,57.55,438,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,6600,women_childbearing,60966,57.55,538,0.51
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,adults,262652,60.21,11573,2.65
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,elderly,9407,60.2,415,2.66
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,school_age,159148,60.21,7012,2.65
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,total,274172,60.21,12081,2.65
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,under_5,52010,60.21,2292,2.65
Alto Molocue,,85939544B55280380491119,MOZ,ADM2,primary_healthcare,TIME,7200,women_childbearing,63776,60.21,2810,2.65
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,adults,24262,18.03,24262,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,elderly,1227,18.03,1227,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,school_age,13791,18.03,13791,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,total,25687,18.03,25687,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,under_5,4389,18.03,4389,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,600,women_childbearing,6320,18.03,6320,18.03
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,adults,40980,30.46,16718,12.43
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,elderly,2073,30.45,846,12.43
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,school_age,23294,30.46,9503,12.42
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,total,43387,30.46,17700,12.42
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,under_5,7413,30.45,3024,12.42
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1200,women_childbearing,10676,30.46,4356,12.43
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,adults,66001,49.05,25021,18.6
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,elderly,3339,49.05,1266,18.6
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,school_age,37517,49.05,14223,18.6
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,total,69879,49.05,26492,18.6
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,under_5,11940,49.05,4527,18.6
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,1800,women_childbearing,17194,49.05,6518,18.59
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,adults,78655,58.46,12654,9.4
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,elderly,3979,58.45,640,9.4
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,school_age,44710,58.46,7193,9.4
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,total,83276,58.46,13397,9.4
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,under_5,14230,58.46,2290,9.41
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,2400,women_childbearing,20491,58.46,3297,9.41
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,adults,88018,65.42,9363,6.96
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,elderly,4453,65.42,474,6.96
