location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1850,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,300,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,300,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,miscellaneous food,Sugar,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,750,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,vegetables and fruits,Carrots,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,vegetables and fruits,Kale,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Ancuabe,MZ01,Cabo Delgado,MZ0101,Ancuabe,2,Ancuabe (rural),-12.96,39.84,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Balama,MZ01,Cabo Delgado,MZ0102,Balama,2,Balama,-13.35,38.57,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Balama,MZ01,Cabo Delgado,MZ0102,Balama,2,Balama,-13.35,38.57,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,75,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1850,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,300,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,300,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,miscellaneous food,Sugar,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,750,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,vegetables and fruits,Carrots,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,vegetables and fruits,Kale,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Chiure,MZ01,Cabo Delgado,MZ0103,Chiure,2,Chiure (rural),-13.52,39.61,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,80,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,75,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,60,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,240,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,vegetables and fruits,Carrots,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Cidade_De_Pemba,MZ01,Cabo Delgado,MZ0104,Cidade De Pemba,2,Pemba,-12.96,40.51,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,93,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1200,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1650,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,360,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,350,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,miscellaneous food,Sugar,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,750,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,80,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,90,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Mecufi,MZ01,Cabo Delgado,MZ0107,Mecufi,2,Mecufi (rural),-13.18,40.33,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,65,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,400,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,250,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,miscellaneous food,Sugar,KG,actual,Retail,MZN,90,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,830,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,120,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,vegetables and fruits,Carrots,KG,actual,Retail,MZN,250,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Metuge,MZ01,Cabo Delgado,MZ0109,Metuge,2,Metuge (rural),-12.97,40.38,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Montepuez,MZ01,Cabo Delgado,MZ0111,Montepuez,2,Montepuez,-13.13,39.0,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Montepuez,MZ01,Cabo Delgado,MZ0111,Montepuez,2,Montepuez,-13.13,39.0,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,80,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Montepuez,MZ01,Cabo Delgado,MZ0111,Montepuez,2,Montepuez,-13.13,39.0,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Montepuez,MZ01,Cabo Delgado,MZ0111,Montepuez,2,Montepuez,-13.13,39.0,vegetables and fruits,Carrots,KG,actual,Retail,MZN,235,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Montepuez,MZ01,Cabo Delgado,MZ0111,Montepuez,2,Montepuez,-13.13,39.0,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1200,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1400,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,26,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,320,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,350,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,40,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,miscellaneous food,Sugar,KG,actual,Retail,MZN,105,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,750,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,110,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,90,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,175,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,vegetables and fruits,Carrots,KG,actual,Retail,MZN,325,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,vegetables and fruits,Kale,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Cabo_Delgado,Namuno,MZ01,Cabo Delgado,MZ0114,Namuno,2,Namuno (rural),-13.63,38.82,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,120,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chibuto,MZ02,Gaza,MZ0202,Chibuto,2,Chibuto,-24.69,33.53,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chibuto,MZ02,Gaza,MZ0202,Chibuto,2,Chibuto,-24.69,33.53,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,65,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chokwe,MZ02,Gaza,MZ0205,Chokwe,2,Chokwe,-24.53,32.98,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,130,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chokwe,MZ02,Gaza,MZ0205,Chokwe,2,Chokwe,-24.53,32.98,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chokwe,MZ02,Gaza,MZ0205,Chokwe,2,Chokwe,-24.53,32.98,vegetables and fruits,Carrots,KG,actual,Retail,MZN,90,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Chokwe,MZ02,Gaza,MZ0205,Chokwe,2,Chokwe,-24.53,32.98,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Cidade_De_Xai-Xai,MZ02,Gaza,MZ0207,Cidade De Xai-Xai,2,Xai Xai,-25.05,33.64,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Cidade_De_Xai-Xai,MZ02,Gaza,MZ0207,Cidade De Xai-Xai,2,Xai Xai,-25.05,33.64,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Cidade_De_Xai-Xai,MZ02,Gaza,MZ0207,Cidade De Xai-Xai,2,Xai Xai,-25.05,33.64,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Cidade_De_Xai-Xai,MZ02,Gaza,MZ0207,Cidade De Xai-Xai,2,Xai Xai,-25.05,33.64,vegetables and fruits,Carrots,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Gaza,Cidade_De_Xai-Xai,MZ02,Gaza,MZ0207,Cidade De Xai-Xai,2,Xai Xai,-25.05,33.64,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1150,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,cereals and tubers,Rice,25 KG,actual,Retail,MZN,970,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,18,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,270,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,240,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,40,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,miscellaneous food,Sugar,KG,actual,Retail,MZN,95,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,780,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,110,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,130,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,65,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,vegetables and fruits,Carrots,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,vegetables and fruits,Kale,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Nampula,Monapo,MZ07,Nampula,MZ0715,Monapo,2,Monapo (rural),-14.55,40.18,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,100,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1250,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1500,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,cereals and tubers,Sweet potatoes,KG,actual,Retail,MZN,20,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,300,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,"meat, fish and eggs",Fish,500 G,actual,Retail,MZN,165,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,miscellaneous food,Salt (iodised),KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,miscellaneous food,Sugar,KG,actual,Retail,MZN,90,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,oil and fats,Oil (vegetable),5 L,actual,Retail,MZN,800,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,pulses and nuts,Beans (butter),KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,pulses and nuts,Cowpeas,KG,actual,Retail,MZN,120,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,pulses and nuts,Groundnuts,KG,actual,Retail,MZN,135,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,vegetables and fruits,Cabbage,KG,actual,Retail,MZN,40,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,vegetables and fruits,Carrots,KG,actual,Retail,MZN,150,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,vegetables and fruits,Kale,KG,actual,Retail,MZN,75,2026-03-15,2026-04-14
MOZ,True,True,Tete,Changara,MZ10,Tete,MZ1003,Changara,2,Changara (rural),-16.61,33.33,vegetables and fruits,Tomatoes,KG,actual,Retail,MZN,50,2026-03-15,2026-04-14
MOZ,True,True,Tete,Doa,MZ10,Tete,MZ1007,Doa,2,Doa (rural),-16.65,34.57,cereals and tubers,Maize meal,25 KG,actual,Retail,MZN,1275,2026-03-15,2026-04-14
MOZ,True,True,Tete,Doa,MZ10,Tete,MZ1007,Doa,2,Doa (rural),-16.65,34.57,cereals and tubers,Rice,25 KG,actual,Retail,MZN,1950,2026-03-15,2026-04-14
MOZ,True,True,Tete,Doa,MZ10,Tete,MZ1007,Doa,2,Doa (rural),-16.65,34.57,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,MZN,300,2026-03-15,2026-04-14
